epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,596.893,0.95192,0.56002,0.94981,1,0.77925,0.90554,0.55373,1.33834,0.81809,0.95941,0.0006833,0.0006833,0.0006833
135,601.19,0.97368,0.56303,0.87517,0.94523,0.82143,0.92059,0.54683,1.34674,0.71415,0.96556,0.0006734,0.0006734,0.0006734
136,605.724,0.98959,0.55272,0.91526,0.92247,0.85714,0.91926,0.55939,1.38751,0.74733,0.99332,0.0006635,0.0006635,0.0006635
137,610.079,0.98241,0.5909,0.98989,0.85788,0.78571,0.86645,0.5362,1.34443,0.85045,0.98646,0.0006536,0.0006536,0.0006536
138,614.588,0.96612,0.56516,0.94336,0.90047,0.82143,0.87527,0.53624,1.38661,0.79711,0.99659,0.0006437,0.0006437,0.0006437
139,619.327,0.93468,0.58882,0.90177,0.95399,0.78571,0.88114,0.51255,1.3889,0.85886,0.99479,0.0006338,0.0006338,0.0006338
140,623.828,0.94499,0.56826,0.95732,0.84359,0.82143,0.8362,0.51388,1.44005,0.82706,0.99423,0.0006239,0.0006239,0.0006239
141,628.257,0.90168,0.52696,0.87884,0.95222,0.71183,0.84444,0.50346,1.46679,0.89826,0.98718,0.000614,0.000614,0.000614
142,632.69,0.92085,0.51346,0.90132,0.88375,0.85714,0.90686,0.50983,1.47858,0.89182,0.99009,0.0006041,0.0006041,0.0006041
143,637.244,0.88691,0.57586,0.88326,0.84022,0.85714,0.89713,0.49164,1.53035,0.87972,1.02422,0.0005942,0.0005942,0.0005942
144,641.76,0.97883,0.58543,0.93626,0.94801,0.82143,0.90587,0.5057,1.54077,0.93994,0.99911,0.0005843,0.0005843,0.0005843
145,646.379,0.89002,0.52694,0.92286,0.95494,0.75717,0.88705,0.51902,1.50752,0.86011,0.99909,0.0005744,0.0005744,0.0005744
146,650.861,0.93275,0.54619,0.91324,0.9559,0.77444,0.85971,0.50621,1.51874,0.85222,1.01765,0.0005645,0.0005645,0.0005645
147,655.369,0.87192,0.53518,0.91173,0.90963,0.82143,0.88766,0.52179,1.48553,0.83174,1.00624,0.0005546,0.0005546,0.0005546
148,659.913,0.86573,0.50507,0.86622,0.95737,0.80251,0.90246,0.52828,1.50803,0.93871,1.0096,0.0005447,0.0005447,0.0005447
