epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,2651.93,1.40444,0.87163,1.37653,0.86226,0.79167,0.86753,0.44543,1.18171,0.70731,1.22357,0.0011585,0.0011585,0.0011585
87,2683.05,1.40559,0.86061,1.38949,0.86136,0.70833,0.81075,0.40758,1.32385,0.84929,1.30488,0.0011486,0.0011486,0.0011486
88,2714.07,1.38165,0.85824,1.37453,0.83051,0.8125,0.85059,0.43457,1.17651,0.87064,1.19669,0.0011387,0.0011387,0.0011387
89,2745.07,1.39023,0.84872,1.38467,0.84144,0.82923,0.84711,0.44708,1.16808,1.07542,1.226,0.0011288,0.0011288,0.0011288
90,2776.53,1.40925,0.88616,1.38474,0.8032,0.80776,0.83758,0.43456,1.19369,0.70918,1.22919,0.0011189,0.0011189,0.0011189
91,2806.72,1.34596,0.82675,1.35249,0.8445,0.79202,0.8549,0.43352,1.25069,1.78739,1.23973,0.001109,0.001109,0.001109
92,2837.5,1.40025,0.85342,1.36993,0.80132,0.79167,0.80705,0.41177,1.23486,0.74552,1.25858,0.0010991,0.0010991,0.0010991
93,2867.73,1.37049,0.82324,1.35769,0.8458,0.79995,0.86802,0.42256,1.24794,0.83605,1.26786,0.0010892,0.0010892,0.0010892
94,2897.75,1.37461,0.84127,1.38302,0.83845,0.79167,0.85409,0.40935,1.29325,0.90585,1.28237,0.0010793,0.0010793,0.0010793
95,2927.77,1.35555,0.83155,1.34869,0.81995,0.75903,0.83748,0.43947,1.24268,1.17126,1.25022,0.0010694,0.0010694,0.0010694
96,2957.83,1.38299,0.8266,1.39825,0.88609,0.82292,0.84703,0.41449,1.31095,0.77437,1.34221,0.0010595,0.0010595,0.0010595
97,2988.35,1.3696,0.85339,1.3735,0.85581,0.78125,0.81893,0.44409,1.21403,0.99174,1.26545,0.0010496,0.0010496,0.0010496
98,3018.59,1.35741,0.81385,1.35383,0.78106,0.81757,0.83581,0.41628,1.26962,1.09717,1.2782,0.0010397,0.0010397,0.0010397
